UID,Age,Birthday,Gender,Province,City,Marital_State,Individual_Description,Blog,Comment
935,21.0,35702,1,9,0,0,社恐 患者 ， 追星 也 是 社恐 。,我们 总监 ， 男 ， 快 39 岁 ， 东北 汉子 ， 一米 八 左右 。 平时 穿着 各种 潮牌 ， 老爱 踩 着 一双 gucci 小蜜蜂 ， 声线 低沉 ， 英语 流利 ， 发音 好听 ， 脾气 温和 ， 即使 发火 也 属于 冷 刀子 那种 ， 特爱 说 老掉牙 的 冷笑 话 ， 说完 没人 笑 他 还要 自嘲 一下 。 隔壁 总监 ， 男 ， 也 差不多 这个 岁数 ， 北京 人 ， 头发 烫 了 卷 ， 但 每天 都 梳得 一丝不苟 ， 包括 那 几根 白头发 ， 英语 一口 北京 胡同 味儿 ， 脾气 火爆 ， 一 着急 就 “ 他妈的 ” 满天飞 。 俩 人 平时 各忙各 的 ， 但 偶尔 还是 能 看到 他们 一起 下楼 吃饭 。 今天 视频会议 ， 他俩 并排 坐 。 隔壁 总监 照常 生气 ， 对 着 电脑屏幕 跟 视频 那头 的 人 吵架 ， 脑袋 都 快 钻 电脑 里 了 。 我们 总监 在 旁边 喝咖啡 ， 小声 劝 了 隔壁 总监 一句 ， 隔壁 总监 直接 对 着 我们 总监 开喷 。 我们 总监 眼皮 都 没 抬 ， 继续 喝咖啡 。 视频会议 一 结束 ， 隔壁 总监 特别 丧地 往 椅子 上 一瘫 。 会议室 特 安静 ， 我 连 大气 儿 都 不敢 喘 。 这时候 听见 隔壁 总监 叹 了 口气 ： “ 哎 ， 刚才 不是 冲 你 … … ”   我们 总监 轻声 应 了 句 ： “ 嗯 ” 。,小蜜蜂 ？
935,21.0,35702,1,9,0,0,社恐 患者 ， 追星 也 是 社恐 。,请问 谁 有 pr 破解版 教程 啊   搞了半天 都 下载 不了   之前 的 vegas 下载 好 了 但是 现在 又 要 付费         哪个 小可爱 有 ， 可以 告诉 帅妮 嘛         学习 累 了 就 剪辑 视频 玩儿,我求 vegas
952,18.0,36579,0,25,0,2,？ 思能 过 而 与 正人 之健 ， 丰之 生活 。,抱歉 ， 此微博 已 被 删除 。 查看 帮助 ：,2018
952,18.0,36579,0,25,0,2,？ 思能 过 而 与 正人 之健 ， 丰之 生活 。,明天 去 广州 啦 ， 车展 有没有 你 关注 的 车 ， 我 去 帮 你 看,广州 恒大 淘宝 足球 俱乐部
952,18.0,36579,0,25,0,2,？ 思能 过 而 与 正人 之健 ， 丰之 生活 。,用 了 7 个 月 iPhone   X ， 从 买来 就 时不时 出现 卡顿 的 情况 ， 而且 一卡 就 卡死 ， 除了 下 拉 工具栏 和 小圆点 啥 都 用 不了 ， 而且 只要 开启 录屏 它 马上 就 不卡 了 。 但是 现在 卡顿 的 频率 越来越 高 了   就 想 换台 华为 P / Mate20 玩玩 ， 但是 又 想 换 三星 S9 ， 明白人 给 个 建议 好 吗,# 华为 Mate20 保时捷 设计 #
952,18.0,36579,0,25,0,2,？ 思能 过 而 与 正人 之健 ， 丰之 生活 。,我 朋友 刚说 ： 朋友 的 儿子 娶 了 个 独生女 。 对方 说 第二个 跟 女方 家姓 。 朋友 不干 。 说 第一第二 都 跟 自家 姓 。 后边 多生 几个 女方 家 出钱 养 。 可以 跟 女方 家姓 。   她 说 ： md 我 跳 江去 。 下辈子 不 做人 了   我 说 ： 别 做 猪 ， 做 猪 也 要生 几窝   她 说 ： 做个 鱼 。 我 开心 了 变 个性 生个 崽 。 不 开心 了 我 就 咬个 鱼钩     我 认识 的 人 都 太 有趣 了 ~,图片 评论
958,0.0,0,1,3,38,0,育儿 名博 ， 知名 旅游 博主 ， 高级 育婴师 。 2015 福建 最佳 亲子 自 媒体 ！ 公众 账号 ： gaojianling0521   合作 加 我 qq ： 2252587661,# 母婴 [ 超话 ] #   # 日常 [ 超话 ] #   过 完 双十 一 ， 坐等 包裹 的 节奏 ， 听说 今年 最凶 的 一波 冷空气 就要 来 了 ， 不过 今天 还好 ， 太阳 暖洋洋 的 ， 一点 也 不 像 要 冷 的 样子 ， 希望 新买 的 衣服 赶快 到 ， 等 冷空气 来 是 时候 ，   别冻 着 我家 俩宝 ， 周末 外出 ， 银杏叶 掉 的 一片 一片 ， 金灿灿 的 的 煞是好看 ！,这 两天 收货 收到 手软 啊 。
965,37.0,29902,1,9,0,6,不忙 不闲 的 懒人 。 线上 磕季 肖冰 、 张若昀 ， 不是 唯粉 不 进饭 圈 。,在线 等 ， 小学同学 变性 了 怎么办 ？,给 他 点个 赞
965,37.0,29902,1,9,0,6,不忙 不闲 的 懒人 。 线上 磕季 肖冰 、 张若昀 ， 不是 唯粉 不 进饭 圈 。,我 已经 八遍 喵 喵 叫 了,继续 看 ！ 背下来 ！ 回去 默写
965,37.0,29902,1,9,0,6,不忙 不闲 的 懒人 。 线上 磕季 肖冰 、 张若昀 ， 不是 唯粉 不 进饭 圈 。,粉 演员 我 是 zqsg 粉颜 ， 有 好 作品 就 放肆 自我 阅读 理解 ， 完全 不 移情 。 第一次 zqsg 移情 居然 是 电 竞 ， 还 被 现实 迎头痛击 了     移情 不会 有 好下场 是 真的 。 一天 比 一天 好 的 是 现在 看 相关 消息 ， 虽然 也 内心 戏 很 足 ， 但是 不会 动不动 就 崩 情绪 了 。 这 两天 微博 简直 像 搞 CP 崩 了 的 脱敏 日记 。 可惜 我 搞 CP 从来不 移情 ， 有时候 也 不 知道 是 喜欢 搞 的 CP 多一点 ， 还是 喜欢 搞 CP 的 这群人 多一点 。,我电 竞粉亦郁 ， 我 是 亦 郁 的 录播 组 皮下   咩 哈哈哈哈 ， 只要 亦郁 不 露脸 我 就 一天 不 脱粉
965,37.0,29902,1,9,0,6,不忙 不闲 的 懒人 。 线上 磕季 肖冰 、 张若昀 ， 不是 唯粉 不 进饭 圈 。,为什么 微博 没有 一种 类似 门 的 东西 ？ ？ 我 现在 特别 想 闭关 锁博 （ x,你 一 锁门 ， 我 等 闲杂 人 就 啥 都 看 不 着 了
968,0.0,0,0,6,0,0,好 男人 要守夫 道 ！,【 央视 记者 暗访 后 连夜 举报 ， 回 电话 的 竟是 被 举报人 】   河南 鲁山县 非法 挖砂 十分 猖獗 ， 然而 当地政府 却 称 这 是 在 “ 平整 河床 ” ， 即便 记者 在 28 日到 30 日 连续 三晚 拍 到 了 偷运 河沙 的 影像 ， 在 现场 巡查 的 鲁山 政府 人员 却 始终 称 没有 发现 。 30 日晚 ， 记者 还 打 了 举报电话 ， 并 留下 电话号码 。 结果 ， 给 记者 回复 电话 的 竟然 是 砂场 老板 。,呵呵 呵呵 呵呵 呵呵 呵呵 呵呵 呵呵 额 呵呵 嗯 好 ！ ！ ！
968,0.0,0,0,6,0,0,好 男人 要守夫 道 ！,【 夜读 ： 生气 不如 争气 ， 抱怨 不如 改变 】 想要 摆脱困境 、 获得 赏识 、 有所作为 的 时候 ， 生气 真的 毫无用处 。 倒不如 争口气 ， 努力 让 自己 强大 起来 ， 生活 才能 过得 更加 自 在 。,守 男德 ， 国家 兴 ！ ！ ！ ！ ！ ！
968,0.0,0,0,6,0,0,好 男人 要守夫 道 ！,【 7 岁 男孩 上 体育课 摸 老师 胸部 遭 殴打   男孩 ： 我 想 和 老师 玩 】 安徽 临泉县 ， 一名 7 岁 男孩 上 体育课 时遭 女老师 殴打 ， 眼周 有 青 紫色 斑块 。 男孩 说 ， 他 用 手摸 了 老师 胸部 ， 本想 跟 老师 玩耍 ， 然后 老师 就 开始 打 他 。 学校 对 女老师 做出 停课 处理 ， 责令 其 深刻 检查 ， 扣发 其 2 个 月 绩效 工资 ， 并 全校 通报批评 。 警方 也 已 介入 。,这么 小 就 不守夫 道学 男德 ？ ？ ？
968,0.0,0,0,6,0,0,好 男人 要守夫 道 ！,【 饭店 老板 # 踢 猥亵 男 被 罚 200 元 # “ 以后 不会 这样 了   以 报警 为主 ” 】 15 日 ， 广东 深圳 一 女子 在 火锅店 与 家人 吃 夜宵 ， 被 一名 赤裸 上身 的 男子 猥亵 。 女子 家人 、 饭店 老板 上前 阻拦 并 踢打 了 男子 。 龙岗 警方 通报 称 ， 肯定 饭店 老板 见义勇为 的 行为 ， 考虑 到 其 制止 后 仍 踢打 对方 ， 对 其 进行 普法教育 并 罚款 200 元 。 （ 时间 视频 ）,不学 男德守 夫道 ， 硫酸 泼 屌 浸 猪笼 ！ ！
974,35.0,30526,1,3,0,0,慵懒 的 性格 猫咪,# 张绍 刚 [ 超话 ] #   老师 11.13 生日快乐       幽默 常在 一往无前,生日快乐 ~
974,35.0,30526,1,3,0,0,慵懒 的 性格 猫咪,# 毛 不易 [ 超话 ] #       181117 丨 PEK,好帅 啊
974,35.0,30526,1,3,0,0,慵懒 的 性格 猫咪,# 暴发户 [ 超话 ] # 今天 也 辛苦 啦   【 十四 】,# 毛 不易 中欧 旅游 年 欧盟 旅游 亲善大使 # 能否 明白   这本 就是 年轻 的 游戏   11 组
981,45.0,27014,0,2,0,0,没事 别 在 我 评论 里 犯贱 ， 被 肛不雅 。,广场 舞 大妈 们 早就 不 跳 了 ， 都 开始 玩 WarGame 了 ！,      你 的 菜
981,45.0,27014,0,2,0,0,没事 别 在 我 评论 里 犯贱 ， 被 肛不雅 。,【 7 岁 男孩 上 体育课 摸 老师 胸部 遭 殴打   男孩 ： 我 想 和 老师 玩 】 安徽 临泉县 ， 一名 7 岁 男孩 上 体育课 时遭 女老师 殴打 ， 眼周 有 青 紫色 斑块 。 男孩 说 ， 他 用 手摸 了 老师 胸部 ， 本想 跟 老师 玩耍 ， 然后 老师 就 开始 打 他 。 学校 对 女老师 做出 停课 处理 ， 责令 其 深刻 检查 ， 扣发 其 2 个 月 绩效 工资 ， 并 全校 通报批评 。 警方 也 已 介入 。,7 岁 孩子 有 性意识 ， 对 女性 器官 或者 性 特征 好奇 ， 都 是 正常 的 ， 然而 ， 无论是 在 性冲动 还是 在 好奇 的 驱使 下去 侵犯 女性 ， 就是 缺 家教 的 表现 ！ 再 然而 ， 他 这么 做 是 错误 的 ， 老师 就 该 动手 打 ， 还 打出 伤 ？ 向上 可以 向 领导 反映 ， 横向 可以 跟 家长 沟通 ， 不行 还 可以 停课 、 退学 ， 有理 的 事 办成 没理 。
992,33.0,31123,1,27,39,1,青宇家 的 大龄 闺女 ， 福华 CP 粉 ， 阿根廷 粉 ， 梅吹 ， 骑行 ， 摄影 ， 旅行,最近 很多 人 说 2018 年 上天 带走 了 太多人 ， 希望 这 一年 赶紧 过去 。 日子 总 要 一天 一天 过 ， 可是 如果 未来 的 日子 每天 都 能 有 电影 相伴 的话 ， 会 不会 觉得很有 意思 ？ “ 我 去 2019 ” 富可敌国 限量版 日历 来 啦 ！ 这是 一套 有意思 的 日历 ， 每天 可以 根据 台词 、 海报 或 关键词 猜 电影 ， 我 参与 了 出题 ， 你 值得 拥有 。 转评 这条 微博 ， 抽 5 位 小伙伴 每人 送 1 本 “ 我 去 2019 ” 富可敌国 限量版 日历 ， 月底 抽 ！ 有 电影 相伴 的 日子 ， 祝 大家 早日 富可敌国 ！,蛋蛋 能 抽 中 我 不
992,33.0,31123,1,27,39,1,青宇家 的 大龄 闺女 ， 福华 CP 粉 ， 阿根廷 粉 ， 梅吹 ， 骑行 ， 摄影 ， 旅行,最近 很多 人 说 2018 年 上天 带走 了 太多人 ， 希望 这 一年 赶紧 过去 。 日子 总 要 一天 一天 过 ， 可是 如果 未来 的 日子 每天 都 能 有 电影 相伴 的话 ， 会 不会 觉得很有 意思 ？ “ 我 去 2019 ” 富可敌国 限量版 日历 来 啦 ！ 这是 一套 有意思 的 日历 ， 每天 可以 根据 台词 、 海报 或 关键词 猜 电影 ， 我 参与 了 出题 ， 你 值得 拥有 。 转评 这条 微博 ， 抽 5 位 小伙伴 每人 送 1 本 “ 我 去 2019 ” 富可敌国 限量版 日历 ， 月底 抽 ！ 有 电影 相伴 的 日子 ， 祝 大家 早日 富可敌国 ！,再来 转 一发
994,36.0,30107,1,8,40,6,人生 就 像 一杯 茶 ， 不会 苦 一辈子 ， 但 总会 苦 一阵子 。,# 杨洋 [ 超话 ] #     # 杨洋 全职 高手 [ 超话 ] ## 走路 带风 的 明星 们 ## 杨洋 疯狂 敲 键盘 ## 杨洋林动 [ 超话 ] ## 杨洋 自 在 young ## 羊毛 老师 [ 超话 ] ## 杨洋 叶修 #   最先 知道 的 你 是 肖奈 ， 后来 是 张起 灵 、 若白 、 林动 ， 现在 也 开始 喜欢 大志 宝宝 啦 ！         三年 后 他 变成 了 现在 的 你 ， 从 青涩 到 成熟 ， 从 活泼 到 稳重 ， 我 喜欢 的 样子 你 都 有 。 甜甜的 大志 弟弟 ， 早安,大志 ， 下午 好
994,36.0,30107,1,8,40,6,人生 就 像 一杯 茶 ， 不会 苦 一辈子 ， 但 总会 苦 一阵子 。,# 杨洋 [ 超话 ] ## 杨洋 全职 高手 ## 杨洋 叶修 #     星落 银河 ， 海吟霜尘 ，   情话 低语 ， 世间 声声 皆 为 你 。,杨洋 什么 时候 再 拍 写真集 啊
994,36.0,30107,1,8,40,6,人生 就 像 一杯 茶 ， 不会 苦 一辈子 ， 但 总会 苦 一阵子 。,# 杨洋 [ 超话 ] ## 杨洋燕 破岳 [ 超话 ] ## 杨洋 叶修 ## 杨洋 全国 向上 向善 好 青年 [ 超话 ] #                 三千 繁华 ， 不落 一尘             看花开 寂寂 ， 青城 芳草 碧         对于 如此 唯美 之 人         就 应该 做到 尽善尽美     可 签到 为什么 有时候 会 ＋ 9 ? ？,经常 是 8 ， 9
994,36.0,30107,1,8,40,6,人生 就 像 一杯 茶 ， 不会 苦 一辈子 ， 但 总会 苦 一阵子 。,# 杨洋 [ 超话 ] ## 杨洋 全职 高手 叶修 [ 超话 ] ## 杨洋林动 #     喜欢 你 ， 真 好,喜欢 他
994,36.0,30107,1,8,40,6,人生 就 像 一杯 茶 ， 不会 苦 一辈子 ， 但 总会 苦 一阵子 。,# 杨洋 [ 超话 ] ## 杨洋 叶修 #         今日 打榜,来 了 来 了
994,36.0,30107,1,8,40,6,人生 就 像 一杯 茶 ， 不会 苦 一辈子 ， 但 总会 苦 一阵子 。,# 杨洋 [ 超话 ] ## 杨洋 武动 乾坤 ## 杨洋 一 武绎林动 ## 杨洋 全职 高手 #       我 去过 世界 上 很多 地方 ， 看 了 很多 风景 ， 可是 ， 我 最 想 去 的 地方 ， 是 你 心里 。,晚好 ， 回 咩
1000,0.0,0,1,6,0,0,詹一美 / 唯唯 / 欧美 圈港圈 任刷 ， 取关 请 随意,越来越 冷 真的 好 难受 T   T 没粮 没人 仿佛 单机游戏,      首页 被 毒埃霸 屏
1001,0.0,0,1,9,41,0,未知,# 梁山 cp [ 超话 ] #   剧情 贴 — — 爷爷 和湾湾 选择 的 逆行   命 可以 不要   人 必须 在 一起   甜 ～     （ 话 外   还有 没有 没 投票 的 了   给 这么 甜 的 俩 人 投票     ）,甜甜 甜
1026,49.0,25464,0,2,2,6,爱 摄影 、 爱 旅游 、 爱 美食,经 六天 的 18 次 输液 ， 感觉 好些 了 好多 了 ～ 还 没 好 利索 ～ ～ 8 点 查房 问问 大夫 ， 今天 能 不能 只输 一两次     感染 真 可怕 ！,早日康复
1026,49.0,25464,0,2,2,6,爱 摄影 、 爱 旅游 、 爱 美食,卧佛寺 的 蜡梅 早开 品种 “ 十月 梅 ” 开 啦 ！ 它 在 青黄 叶子 的 掩映 下 ， 露出 了 羞答答 的 笑脸 ！ （ 手机 随拍 ）,这么 早 开花 了
1026,49.0,25464,0,2,2,6,爱 摄影 、 爱 旅游 、 爱 美食,故宫 ， 秋末 初冬 ~ ~,  这里 银杏树 叶 也 不 多 了
1029,28.0,33181,1,18,0,1,有事 做   有人 爱   有所 期待   这 就是 我 想要 的 幸福,心情 复杂 我 现在,私信 的 时候 就 知道 是不是 啦
1029,28.0,33181,1,18,0,1,有事 做   有人 爱   有所 期待   这 就是 我 想要 的 幸福,双十 一 我 除了 微博 会员 ， 啥 都 不 买 ！,我 的 2020 年 了
1029,28.0,33181,1,18,0,1,有事 做   有人 爱   有所 期待   这 就是 我 想要 的 幸福,是不是 被 超话 屏蔽 的 意思 ？,咋 给 你 屏蔽 了
1035,33.0,31309,0,3,3,1,咨询 请 在 微博 问答 提问 ， 问题 复杂 私信 我,【 中年男子 为 排遣 压力 寻 刺激   竟 对 骑车 女子 实施 猥亵 】 近日 ， 无锡 的 孙小姐 骑着 共享 单车 从 其 亲戚家 离开 ， 半路上 被 一名 陌生 男子 给 盯上 了 。 男子 骑着 电动车 与 她 同 向 行驶 ， 在 接近 她 时 ， 对 她 实施 了 猥亵 。 民警 通过 监控 ， 很快 将 46 岁 的 安徽 籍 嫌疑 男子 何某 抓获 。 据 民警 介绍 ， 嫌疑人 何某 因 工作 压力 大 ， 经济 拮据 ， 心里 比较 压抑 欲 发泄 一下 ， 便 想 寻求 刺激 ， 正巧 看到 小孙 路过 ， 便 临时 起 意 。 目前 ， 何某 已 被 处 行政拘留 7 日 。 （ 无锡 新闻 ）,七天 后 又 出来 了 ， 下次 再 赵 什么 借口 呢
1055,99.0,7126,1,6,0,0,脸盲 病重 & amp ; 滤镜 末期 患者 。,# 奶兔 的 培育 基地 [ 超话 ] #   # 朱正廷 挑战 吧 太空 #     11.13   今天 冲 鸭,糖罐 34
1055,99.0,7126,1,6,0,0,脸盲 病重 & amp ; 滤镜 末期 患者 。,# 荣耀 手机 青春 大使 朱正廷 [ 超话 ] #   精致 的 外表 佐以 强大 的 内心   追求 的 步履 辅 之 闪耀 的 人生 ｜     x       荣耀 10 青春 版   解锁 青春 的 无限 可能,踢 一 踢
1055,99.0,7126,1,6,0,0,脸盲 病重 & amp ; 滤镜 末期 患者 。,# 荣耀 手机 青春 大使 朱正廷 #     # 荣耀 10 青春 版 #     今天 最后 一天 了 ， 大家 没 做 的 微信 做 下 争取 前 三 ！ ！ ！ 分享 给 别人 自己 还 可以 点 的 ！,糖罐 34
1055,99.0,7126,1,6,0,0,脸盲 病重 & amp ; 滤镜 末期 患者 。,# 荣耀 手机 青春 大使 朱正廷 #     # 朱正廷 挑战 吧 太空 #     11.14     在线 打卡 互捞,踢 一 踢
1069,0.0,0,0,7,25,0,非漂 十三年 ，   回不去 的 青春 ，   走不出 的 非洲 !,# 2018 重庆 全球 旅行 商 大会 #   长江 黄金 邮轮 船长 欢送 晚宴,这么 多 好吃 的
1070,23.0,35033,1,3,6,0,本 公主 是 陈伟霆 的 女皇 ， 么 么 哒 （ * ＾ 3 ＾ ）,转发 + 关注       抽送 一只 HUAWEI   WATCH   GT 手表 久等 了   「 小白 测评   」 华为 Mate20 系列 深度 测评 上线 ！ 谁 是 安卓机 皇 ？ 今年 可不是 三星 拿走 了 这个 头衔 ， 华为 Mate20 系列 尤其 是 Pro 一 发布 就是 安卓 最强   徕 卡三摄   等等 各种 光环 加持 ， 再加 3D 结构 光 40W 快冲 配置 简直 梦幻 ， 但 最近 Pro 的 绿 屏门 也 闹 得 沸沸扬扬 ~ 这次 小白 就 带 大家 一起 详解 Mate20 系列 详解 绿屏 事件 。,抽奖 抽奖
1089,22.0,35278,1,2,0,1,我 只 爱 哥哥 弟弟 罢了   足球 狗   国安 是 冠军 ！ 我 永远 喜欢 金钟 云 呀 、 SJ 、 f ( x ) 团饭,致 《 见面 吧 ! 爱豆 》 的 所有 观众     由于 现场 突发 情况 ， 给 各位 造成 了 困扰 ， 非常 抱歉 。   我们 已经 安排 工作人员 带领 现场 观众 有序 的 进行 入场 ， 所以 我们 的 现场直播 会 稍 有 延迟 ， 请 各位 耐心 等待 。                                                               《 见面 吧 ! 爱豆 》 节目组,请问 门票 何时 被 偷 ？ 为何 直到 节目 开始 的 时间 ， 都 没有 一个 合理 的 解决办法 ？
1089,22.0,35278,1,2,0,1,我 只 爱 哥哥 弟弟 罢了   足球 狗   国安 是 冠军 ！ 我 永远 喜欢 金钟 云 呀 、 SJ 、 f ( x ) 团饭,11.9 求 踩 踩,宝宝 求回
1092,0.0,0,0,11,13,2,首届 江城 帅厨 大赛 评委 、 灵秀 湖北 旅游 达 人 、 大众 点评 VIP 、 双 V 记者 ， 爱 电影 、 爱 运动 ， 会 写会 说 ！ “ 清新 庾开府 ” 源自 唐诗 《 春日 忆 李白 》 。,相互 碰杯 祝酒 ， 可以 表示 友好 ， 活跃 宴会 的 气氛 ， 但是 一定 不要 交叉 碰杯 。 人多时 ， 可 同时 举杯 进行 示意 ， 但 不 一定 非 要 挨个 碰杯 ， 喝酒 最 主要 的 是 感觉 和 氛围 ， 要 十分注意 碰杯 的 礼节 。,喝多 喝少 ， 开心 就 好 ！
1093,33.0,31150,1,3,3,1,"生活 ： 快乐 的 、 健康 的 、 充裕 的 , 越 单纯 越 好 ！",据说 纸飞机 的 肉 很 美味 ， 不看 骨科 的 我 ， 居然 有点 心动 ， 才 不是 因为 肉,哪里 啥 ？
1093,33.0,31150,1,3,3,1,"生活 ： 快乐 的 、 健康 的 、 充裕 的 , 越 单纯 越 好 ！",  这位 模特 的 造型师 ， 请说出 你 的 故事,哈哈哈哈 哈哈哈 ， 兔兔 哪里 来 的 图 ， 哈哈哈哈 哈哈哈 ( ಡ ω ಡ ) hiahiahia
1093,33.0,31150,1,3,3,1,"生活 ： 快乐 的 、 健康 的 、 充裕 的 , 越 单纯 越 好 ！",  每天 都 告诉 自己 要 相信 微博上 那些 秀 恩爱 的 投稿 都 是 编 的,过节 过节
1095,0.0,0,0,4,42,0,"著名 杂文家 ， 新华网 评论员 , 曾任 四川 青年 杂文 研究会 理事长 、 海内外 多家 媒体 主笔 主编 ， 发表 几千 杂文 ， 百篇 获奖 . 正 致力于 琼瑶 三星堆 研究 和 长篇小说 写作 。",华联 控股 前 三季度 业绩   0.647 元 ， 去年 第三季度 仅仅 2 分钱 业绩 ， 而 今年 半年报 0.33 元 ， 同比 去年 第三季度 增长 1500% ！ 尽管 同比 去年 前 三季度   - 31.68% ， 而 环比 却 大幅度 增长 差不多 100% ！ 正在 恢复性 上涨 之中 ！ 第四季度 是 地产股 旺季 ， 2018 年 华联 控股 全年 业绩 可能 保持 在 1.18 元 左右 。,华联 控股 超跌 反弹 ， 高开高 走 ， 看高 一线 ， 第一 目标价 6.28 元 ， 第二 目标价 9 元 左右 ， 第三 目标价 我 不 说 了 ： 是否 突破 去年 9 月 的 最高价 13.92 元 ？ 取决于 是否 业绩 突破 。
1095,0.0,0,0,4,42,0,"著名 杂文家 ， 新华网 评论员 , 曾任 四川 青年 杂文 研究会 理事长 、 海内外 多家 媒体 主笔 主编 ， 发表 几千 杂文 ， 百篇 获奖 . 正 致力于 琼瑶 三星堆 研究 和 长篇小说 写作 。",分享 自 杂文家 王若谷     《 论 华发 股份 的 持续 爆发式 增长 》   -   ...     ( 来自     )   -,世荣 今天 几乎 跌停 收盘 ， 还有 什么 好 说 的 ， 垃圾股 的 多头 们 ～
1110,29.0,32682,1,8,11,1,做 最 真实 的 自己 ， 成为 更好 的 自己,# 邓伦 [ 超话 ] #       # 向 全世界 安利 邓伦 [ 超话 ] #     今年过年 的 时候   特别 想 去 故宫   在 我 的 强烈要求 下   就 去 了   如今 看着 伦伦 也 在 故宫 里 行走   仿佛 置身于 其中   他 走过 我 走过 的 路   好开心   继续 带领 着 我 来 了解 不 一样 的 故宫   我 爱 故宫   更 爱 连 抬头纹 都 如此 帅 的 伦伦,想 去 故宫 的 我 飘过
1110,29.0,32682,1,8,11,1,做 最 真实 的 自己 ， 成为 更好 的 自己,# 向 全世界 安利 邓伦 [ 超话 ] #     # 明星 大 侦探 [ 超话 ] ## 邓伦 ## 明星 大 侦探 #     刚刚 才 看到 原来 这期 的 俱乐部 小 哥哥 就 已经 出现 了 ， 这 身 搭配 好 舒服 呀       # 我 是 一个 萌萌 兔 #,期待 期待
1110,29.0,32682,1,8,11,1,做 最 真实 的 自己 ， 成为 更好 的 自己,# 邓伦 [ 超话 ] # dl   # 邓伦 姐姐 团 [ 超话 ] # dl   # 邓伦上 新 了 故宫 [ 超话 ] #   来 一 波美 照 ， 求 今日 关爱   上 新 了 故宫 收视 大好     致   疲惫 生活 的 英雄 梦想   致伦哥,明天 约 起来
1110,29.0,32682,1,8,11,1,做 最 真实 的 自己 ， 成为 更好 的 自己,# 邓伦 [ 超话 ] # dl   # 邓伦 姐姐 团 [ 超话 ] # dl   # 邓伦上 新 了 故宫 [ 超话 ] #   来 一 波美 照 ， 求 今日 关爱   上 新 了 故宫 收视 大好     致   疲惫 生活 的 英雄 梦想   致伦哥,来 了 ， 互助
1110,29.0,32682,1,8,11,1,做 最 真实 的 自己 ， 成为 更好 的 自己,邓伦白 到 故宫 摄影师 换 器材   ？     有 爆料 说 因为 邓伦 肤色 太白 ， 在 录制 上 新 了 故宫 第一期 打光 调色 后 产生 了 过 曝 ， 导致 摄制组 更换 了 拍摄 器材   能 传授 下美白 秘籍 吗 ？,实名 羡慕
1110,29.0,32682,1,8,11,1,做 最 真实 的 自己 ， 成为 更好 的 自己,# 邓伦 [ 超话 ] #   # 向 全世界 安利 邓伦 [ 超话 ] #   # 上 新 了 故宫 #   邓伦 宝宝 ： 啊 ~     啊 ~ 噢 ~     噢 ~     怎么弄 呢 ？ 从 哪 拽 呢 ？     ― ― ― ― ― ― ― ― ― ― ― ― 分割线 想 抱 走 这 只东 看看 、 西 摸摸 的 好奇 宝宝 ， 你 比 鲁班 还要 像 只 猫     邓伦 我 抱 走 了 ~   你们 去 吸猫 。 图 ： 自截 。,超级 可爱
1123,33.0,31275,1,2,36,0,上次 见到 节操 君是 1420 年 ， 依稀记得 那 一年 紫禁城 刚刚 建成 ， 后来 听说 第二年 它 就 随着 三 大殿 一起 被 雷火焚 毁 了 … …,      恭喜 这么 多人 现场 见证 本赛季 首败 了 ！ 赛后 好好 总结 吧 ， 周末 还有 米兰 ， 加油 ！,也 不 可能 一直 赢 ， 先输 发现 问题 比输 在 后面 强
1123,33.0,31275,1,2,36,0,上次 见到 节操 君是 1420 年 ， 依稀记得 那 一年 紫禁城 刚刚 建成 ， 后来 听说 第二年 它 就 随着 三 大殿 一起 被 雷火焚 毁 了 … …,在 米兰 对阵 尤文 的 赛前 记者会 上 ， 主教练 加图 索曾 说 过 ： 俊凯 可以 阻止 C 罗 ， 全队 协作 也 可以 。 而 尤文 除了 C 罗 还有 夸 德拉 多 ， 我们 要 做 的 还有 很多 。 下面 马上 有 一位 多特 球迷 回复 到 ： 说实话 加图 索还 不 懂 游戏规则 ， 你 不能 在 赛前 说 任何 有关 C 罗 不好 的话 ， 这种 事 已经 发生 过 无数次 了 ， 不 知道 有 多少 教练 球员 … … 被 狠狠 打脸 了 。 事实证明 这位 多特 球迷 很 懂   # C 罗 [ 超话 ] #,球迷 很 懂
